,Point_ID,LC,LC0_Desc,LC1_Desc,LU1_Desc,x,y,system:index,B1,B1_1,B1_10,B1_11,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B2,B2_1,B2_10,B2_11,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B3,B3_1,B3_10,B3_11,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B4,B4_1,B4_10,B4_11,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B5,B5_1,B5_10,B5_11,B5_3,B5_4,B5_5,B5_6,B5_7,B5_8,B5_9,B6,B6_1,B6_10,B6_11,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B7,B7_1,B7_10,B7_11,B7_3,B7_4,B7_5,B7_6,B7_7,B7_8,B7_9,.geo
15855,48843166,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),18.09562622,51.32373038,00000000000000002163,581.0,2698.5,,,3466.0,1556.5,2946.0,348.0,505.0,433.0,,438.0,2399.0,,,3546.0,1563.5,2996.0,529.0,709.0,620.0,,652.0,2532.0,,,3885.5,1543.0,3050.0,477.0,875.0,658.0,,1669.0,3293.5,,,5170.0,3175.5,4995.0,3069.0,2512.0,2461.0,,1784.0,1386.5,,,4489.0,1358.5,3989.0,1863.0,2277.0,2016.0,,2772.0,2712.5,,,2798.5,2730.0,2741.0,2980.0,3005.0,2918.0,,1008.0,955.0,,,3623.0,934.0,3315.0,1007.0,1316.0,1461.0,,"{""type"":""Point"",""coordinates"":[18.09562622,51.32373038]}"
15957,48981794,F20,Bareland,Sand,Sport,16.62977267,39.00751506,000000000000000021c9,10491.5,2008.0,1114.0,988.0,1335.0,10670.5,1314.0,10666.0,1209.0,1237.0,1029.0,10645.0,2063.0,1521.0,1269.0,1916.0,2953.0,1855.0,10949.0,1654.0,1690.0,1480.0,10636.5,2186.0,1692.0,1390.0,2296.0,3118.0,2127.0,11119.0,1827.0,1901.0,1543.0,6369.0,2955.0,2910.0,2746.0,3180.0,4257.0,3120.0,11591.0,3240.0,3031.0,3126.0,4438.0,2365.0,2915.0,2572.0,3414.0,3484.5,3684.0,5319.0,3228.0,2834.5,2960.0,2699.0,2614.0,2908.0,2825.0,2955.0,2790.0,3000.0,2915.0,3025.0,2990.0,2939.0,3170.5,1650.0,2223.0,1762.0,2793.0,2790.0,3104.0,4112.0,2530.0,1999.0,2055.0,"{""type"":""Point"",""coordinates"":[16.62977267,39.00751506]}"
16026,49064820,F40,Bareland,Other bare soil,Forestry,22.87301583,66.00191503,0000000000000000220e,,,,,4166.5,444.0,438.0,677.0,1877.0,,608.0,,,,,4424.0,612.0,596.0,830.5,1995.0,,609.0,,,,,4539.5,788.5,720.0,948.5,2083.5,,696.0,,,,,4307.0,1587.5,1715.0,2231.5,3117.5,,1552.0,,,,,968.0,2278.0,1836.0,2460.5,2848.0,,1768.0,,,,,2679.5,2892.0,2918.0,2905.0,2835.5,,2778.0,,,,,878.5,1465.0,1047.0,1592.0,2297.0,,1035.0,"{""type"":""Point"",""coordinates"":[22.87301583,66.00191503]}"
16162,49263172,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),18.70471254,51.33391178,00000000000000002296,391.0,2584.0,446.0,,656.5,10798.0,472.0,466.0,518.0,568.0,,529.0,2436.0,358.0,,793.0,4418.5,701.0,680.0,704.0,748.0,,566.0,2725.0,563.0,,900.5,10835.0,537.0,618.0,795.0,856.0,,1425.0,3378.5,1547.0,,2487.0,6007.5,4713.0,3173.5,2683.0,2434.0,,1345.0,1480.0,1284.0,,2028.0,4634.5,2000.0,1976.0,2316.0,2178.5,,2778.0,2706.0,2728.0,,2861.0,2686.5,2955.0,2970.0,3015.0,2910.5,,770.0,1052.5,669.0,,1469.5,3801.0,1044.0,1113.0,1463.0,1411.5,,"{""type"":""Point"",""coordinates"":[18.70471254,51.33391178]}"
16201,49341818,F40,Bareland,Other bare soil,Fallow land,17.06472893,39.19476671,000000000000000022bd,615.0,594.5,762.0,916.0,,649.0,876.0,1219.0,1022.0,1804.0,841.0,836.0,758.0,1057.0,1168.0,,978.0,1263.0,1926.0,1620.0,2193.0,1052.0,804.0,706.0,1105.0,1033.0,,965.0,1613.0,2595.0,2263.0,2417.5,1102.0,1281.0,1754.5,1450.0,1868.0,,2658.0,2471.0,3398.0,2937.0,2953.0,1526.0,1609.0,1333.0,1905.0,1614.0,,1967.0,2680.0,3716.0,3326.0,3306.0,1704.0,2813.0,2798.0,2902.0,2819.0,,2985.0,3039.0,3091.0,3053.0,2877.5,2881.0,1173.0,709.5,1427.0,1195.0,,1265.0,1732.0,2423.0,2194.0,2702.5,1332.0,"{""type"":""Point"",""coordinates"":[17.06472893,39.19476671]}"
16283,49425226,F20,Bareland,Sand,Semi-natural and natural areas not in use,25.87322779,69.51694693,0000000000000000230f,,,,,7625.5,3451.5,12229.0,20000.0,814.0,,,,,,,6771.0,3421.5,12240.5,5742.0,1177.0,,,,,,,6916.5,3622.0,12326.5,20000.0,1476.0,,,,,,,6307.0,3899.0,5815.0,6449.0,1893.0,,,,,,,1709.0,3023.5,4677.0,4885.0,2706.0,,,,,,,2683.0,2688.0,2624.5,2696.0,2924.0,,,,,,,1291.5,2468.0,3873.0,3478.0,2298.0,,,"{""type"":""Point"",""coordinates"":[25.87322779,69.51694693]}"
16382,49584312,F40,Bareland,Other bare soil,Forestry,21.95625964,61.42174079,00000000000000002372,,,,,198.0,4073.0,20000.0,383.0,329.0,2517.0,290.0,,,,,296.0,4204.0,20000.0,563.0,460.0,2466.0,467.0,,,,,219.0,4414.0,20000.0,777.0,597.0,2559.0,559.0,,,,,1495.5,5047.0,7027.0,2076.0,1701.0,3372.0,1129.0,,,,,733.0,4158.0,5244.0,2160.0,2128.0,2615.0,1595.0,,,,,2798.5,2716.0,2676.0,2945.0,2960.0,2801.0,2772.0,,,,,349.0,3452.0,3984.0,1338.0,1265.0,1891.0,1010.0,"{""type"":""Point"",""coordinates"":[21.95625964,61.42174079]}"
16387,49602580,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),18.26008358,46.01323356,00000000000000002377,,,501.0,571.0,635.0,2402.0,514.5,2203.0,656.5,531.0,434.0,,,697.0,665.0,988.0,2579.0,952.5,2545.0,959.0,653.0,696.0,,,946.0,657.0,1196.0,2656.0,1014.5,2728.0,1005.0,704.0,781.0,,,2014.0,1298.0,2363.0,4233.0,3455.0,4827.5,3170.0,1370.0,2037.0,,,2481.0,1356.0,2425.0,3323.0,2458.5,4115.5,2185.5,1146.0,2097.0,,,2886.0,2790.0,2985.0,2741.0,3022.0,2944.0,2956.0,2859.0,2870.0,,,1795.0,884.0,1882.0,2684.0,1616.5,3071.5,1324.0,775.0,1602.0,"{""type"":""Point"",""coordinates"":[18.26008358,46.01323356]}"
16437,49663414,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.7397718,53.44317732,000000000000000023a9,,3221.0,,,10274.5,1206.0,20000.0,440.0,805.5,815.0,,,3262.5,,,10415.0,1403.5,20000.0,647.0,1163.5,1199.0,,,3217.5,,,10364.5,1359.5,20000.0,739.0,1462.5,1401.0,,,4506.0,,,6684.5,3442.5,8708.0,1695.0,2291.5,2967.0,,,1794.0,,,4825.5,2020.0,6144.0,1782.0,3331.0,2995.0,,,2682.5,,,2739.0,2847.5,2709.0,2960.0,3041.5,2886.0,,,1198.0,,,3659.5,1338.5,4935.0,1168.0,2954.0,2392.0,,"{""type"":""Point"",""coordinates"":[19.7397718,53.44317732]}"
16457,49684592,F40,Bareland,Other bare soil,Forestry,23.18547884,63.8818438,000000000000000023bd,,,,,432.0,523.0,,1205.0,383.5,341.0,724.0,,,,,521.5,530.0,,1288.5,573.5,512.0,853.5,,,,,613.5,537.0,,1240.5,590.0,489.0,862.5,,,,,1170.0,998.0,,2670.0,2260.0,1899.0,1802.0,,,,,1253.5,950.0,,1942.5,2013.5,1792.0,1603.0,,,,,2783.0,2836.0,,2787.0,2905.0,2897.0,2769.0,,,,,805.0,647.0,,1210.5,1179.5,959.0,1079.5,"{""type"":""Point"",""coordinates"":[23.18547884,63.8818438]}"
16522,49782648,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),18.58829166,46.60283172,000000000000000023fe,,,467.0,468.0,458.0,421.0,563.0,994.0,1335.0,431.0,461.0,,,656.0,561.0,684.0,695.0,832.0,1375.5,1562.0,623.0,570.0,,,707.0,625.0,610.0,526.0,758.5,1616.5,1662.0,670.0,582.0,,,1402.0,1242.0,3257.0,3721.0,3234.0,3767.0,3356.0,1631.0,1461.0,,,2059.0,1452.0,1733.0,1547.0,1746.5,3581.5,2990.0,1748.0,1447.0,,,2875.0,2790.0,2955.0,2924.0,2967.5,3013.0,2896.5,2897.0,2859.0,,,1545.0,891.0,926.0,741.0,931.5,2401.0,2242.0,1190.0,920.0,"{""type"":""Point"",""coordinates"":[18.58829166,46.60283172]}"
16595,49862704,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),18.77528347,47.09467184,00000000000000002447,,,525.0,348.0,447.0,2069.0,629.0,1141.0,642.0,647.0,521.0,,,607.0,599.0,612.0,2411.0,992.0,1453.0,740.0,739.0,655.0,,,614.0,626.0,545.0,2393.0,922.5,1748.5,791.5,813.0,707.0,,,1471.0,1368.0,3557.0,5253.0,3691.5,3370.0,1490.5,1837.0,1368.0,,,1581.0,1443.0,1713.0,3409.0,1763.0,3189.5,1385.5,2065.0,1828.0,,,2747.0,2759.0,2960.0,2741.0,2923.5,2949.0,2933.5,2908.0,2859.0,,,1156.0,944.0,858.0,2730.0,958.5,2215.0,1016.5,1424.0,1366.0,"{""type"":""Point"",""coordinates"":[18.77528347,47.09467184]}"
16663,49962670,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),18.8546147,46.780354,0000000000000000248b,,704.0,879.0,405.0,485.0,,545.0,814.0,849.5,375.0,699.0,,876.0,1047.5,493.0,683.0,,963.0,1111.0,1086.5,502.0,892.0,,697.0,1235.0,519.0,518.0,,786.0,1396.0,1231.5,625.0,1169.0,,3750.0,1782.0,768.0,4669.0,,4273.0,2261.0,2543.5,938.0,1719.5,,1354.0,2608.5,1290.0,1433.0,,1188.0,2859.0,2830.0,1357.0,2783.0,,2753.0,2768.5,2796.0,2924.0,,2965.0,3044.0,2958.5,2892.0,2902.0,,632.0,2166.0,1183.0,615.0,,551.0,2218.0,2136.0,906.0,2373.5,"{""type"":""Point"",""coordinates"":[18.8546147,46.780354]}"
16691,49984222,F40,Bareland,Other bare soil,Fallow land,22.38097881,60.56381111,000000000000000024a7,,,,,491.0,1537.5,20000.0,585.0,388.5,563.0,439.0,,,,,629.5,1641.0,4336.0,887.0,702.5,650.0,617.5,,,,,698.0,1638.0,4502.0,944.0,608.0,623.0,750.0,,,,,1012.0,2101.5,5428.0,2685.0,2589.0,1193.0,1312.0,,,,,1108.5,1892.0,3702.0,1269.0,1419.0,955.0,1014.0,,,,,2822.0,2796.0,2696.0,2924.0,2934.0,2842.0,2795.5,,,,,865.5,1600.5,2548.0,817.0,779.5,592.0,648.5,"{""type"":""Point"",""coordinates"":[22.38097881,60.56381111]}"
16746,50043106,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.69103003,50.65802204,000000000000000024de,448.0,1193.0,699.0,554.0,1508.0,,20000.0,444.0,704.0,1024.0,730.0,550.0,1356.0,808.0,624.0,1687.0,,20000.0,719.0,860.0,1173.0,1027.0,824.0,1655.0,975.0,744.0,1846.0,,20000.0,804.0,1082.0,1368.0,1441.0,2205.0,2797.0,2258.0,1878.0,3454.0,,20000.0,3471.0,3001.0,2897.0,2613.0,1871.0,1998.0,1474.0,1793.0,2909.0,,6523.0,2293.0,2717.0,2406.0,2995.0,2747.0,2722.0,2716.0,2722.0,2759.0,,2607.0,2965.0,2965.0,2778.0,2859.0,1151.0,1395.0,1162.0,1217.0,2514.0,,4928.0,1244.0,1435.0,1793.0,2392.0,"{""type"":""Point"",""coordinates"":[19.69103003,50.65802204]}"
16791,50084216,F40,Bareland,Other bare soil,Fallow land,22.53971673,60.49501543,0000000000000000250b,,5970.0,,,617.5,1576.0,1055.0,600.0,288.0,459.0,581.0,,6046.0,,,925.0,1831.0,1347.5,926.0,472.5,697.0,951.0,,6238.0,,,1292.0,1998.0,1774.0,1093.0,337.5,756.0,1674.0,,6030.0,,,1935.5,3032.0,2825.5,2846.0,3503.5,2821.0,2964.0,,1423.0,,,2639.0,3212.0,3574.0,1876.0,1181.5,1204.0,2650.0,,2532.0,,,2866.5,2836.0,2934.0,2913.0,2913.0,2859.0,2801.0,,1217.0,,,1762.5,2327.0,2552.5,1583.0,528.5,619.0,1405.0,"{""type"":""Point"",""coordinates"":[22.53971673,60.49501543]}"
16840,50143110,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.83890359,50.68164891,0000000000000000253c,533.0,735.0,542.0,363.0,2234.0,,1031.0,337.0,726.0,765.0,1201.0,465.0,822.0,571.0,623.0,2270.0,,1290.0,518.0,792.0,967.0,1248.0,824.0,1135.0,617.0,662.0,2567.0,,1388.0,435.0,835.0,1066.0,1442.0,1666.0,1925.0,1849.0,1878.0,3952.0,,4392.0,3963.0,3514.0,1937.0,2618.0,1770.0,1823.0,1283.0,1578.0,3529.0,,3492.0,1768.0,2453.0,1885.0,2614.0,2753.0,2716.0,2728.0,2728.0,2784.0,,2965.0,2924.0,2985.0,2847.0,2772.0,1151.0,1305.0,663.0,762.0,2944.0,,2853.0,885.0,1270.0,1330.0,2108.0,"{""type"":""Point"",""coordinates"":[19.83890359,50.68164891]}"
16841,50143134,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.88435678,50.89513966,0000000000000000253d,,574.5,536.0,578.0,2263.0,3210.0,2917.0,659.5,1249.5,1284.5,615.0,,637.5,566.0,640.0,2220.0,3084.5,2808.0,934.5,1302.5,1450.0,974.0,,820.5,688.0,925.0,2364.0,3263.0,2902.0,1008.0,1424.5,1722.0,1033.0,,2306.5,2602.0,2598.0,3457.0,4302.0,4027.0,3467.5,2657.5,3037.5,3681.0,,1989.0,1686.0,2035.0,3024.0,2998.0,3298.0,2690.0,2361.5,2530.5,3089.0,,2722.0,2722.0,2722.0,2801.0,2709.5,2747.0,2999.5,2923.5,2801.0,2847.0,,1314.0,975.0,1463.0,2352.0,2432.5,2641.0,1836.5,1698.0,2091.5,2190.0,"{""type"":""Point"",""coordinates"":[19.88435678,50.89513966]}"
16884,50183044,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.77201093,50.08959345,00000000000000002568,,,436.0,385.0,474.0,,506.0,2001.5,445.5,,430.0,,,481.0,396.0,581.0,,782.0,2086.5,599.5,,490.0,,,535.0,464.0,611.0,,814.0,2114.0,661.5,,345.0,,,1585.0,1476.0,2229.0,,3805.0,4542.0,3050.5,,2635.0,,,967.0,1106.0,1559.0,,1984.0,2654.0,1840.5,,1233.0,,,2728.0,2735.0,2875.0,,2970.0,2912.5,2965.0,,2836.0,,,545.0,624.0,865.0,,1063.0,1642.5,1092.5,,721.0,"{""type"":""Point"",""coordinates"":[19.77201093,50.08959345]}"
16905,50203374,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.45765198,53.02040072,0000000000000000257d,,2000.0,1044.0,,,480.0,421.0,1096.0,550.0,3861.0,896.0,,2366.0,1093.0,,,709.0,686.0,1463.0,777.5,3949.0,1231.0,,2472.0,1081.0,,,630.0,534.0,1583.0,936.0,3937.0,1493.0,,3583.0,2914.0,,,3032.0,4149.0,3676.0,2102.0,4661.0,2614.0,,2028.0,1788.0,,,2093.0,1788.0,2498.0,2594.0,3547.0,2934.0,,2709.0,2716.0,,,2929.0,2955.0,2902.0,3029.0,2709.0,2807.0,,1519.0,1223.0,,,1465.0,885.0,1535.0,1591.5,2851.0,2558.0,"{""type"":""Point"",""coordinates"":[20.45765198,53.02040072]}"
16935,50242604,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.11689068,46.16050817,0000000000000000259b,,,692.0,,1043.0,4716.0,924.5,942.0,967.0,941.0,473.0,,,888.0,,1487.0,4865.0,1250.0,1339.0,1191.0,1143.0,643.0,,,1023.0,,1438.0,4960.0,1205.0,1921.0,1456.0,1362.0,693.0,,,1909.0,,5140.0,6050.0,3982.5,2827.0,2583.0,2071.0,1200.0,,,2807.0,,2311.0,5007.0,1672.0,3750.0,3356.0,2598.0,1762.0,,,2864.0,,2913.0,2670.0,2934.0,3025.0,3058.0,2892.0,2886.0,,,2367.0,,1420.0,4469.0,977.0,2820.0,2476.0,1944.0,1313.0,"{""type"":""Point"",""coordinates"":[19.11689068,46.16050817]}"
17073,50343782,F40,Bareland,Other bare soil,Forestry,21.6630399,56.61786547,00000000000000002625,,599.0,,,476.0,980.5,1513.5,613.0,590.5,499.5,480.5,,581.0,,,511.0,1174.0,1629.0,811.0,754.5,643.5,611.0,,481.0,,,537.0,1322.0,1633.5,1088.0,883.5,794.0,672.0,,1336.0,,,1893.0,2352.5,2757.0,2303.0,2232.5,2141.0,1736.5,,708.0,,,1329.0,2362.5,1818.5,2951.0,2759.0,2309.5,2411.0,,2676.0,,,2790.0,2835.5,2756.0,2892.0,2980.0,2861.5,2804.0,,516.0,,,807.0,1772.0,1305.0,2093.0,1804.0,1285.5,1552.5,"{""type"":""Point"",""coordinates"":[21.6630399,56.61786547]}"
17111,50383356,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.683723,52.83715536,0000000000000000264b,,643.0,914.0,,789.0,628.0,340.5,418.0,1051.0,,900.0,,708.0,1067.0,,1079.0,882.0,410.0,631.0,1262.0,,1098.0,,765.0,974.0,,1232.0,767.0,263.0,572.0,1425.0,,1103.0,,1726.0,1971.0,,2640.0,2504.0,2347.0,2963.0,2712.0,,2118.0,,1729.0,1024.0,,2778.0,1920.0,942.5,1476.0,2524.0,,2182.0,,2709.0,2709.0,,2881.0,2902.0,2910.5,3025.0,2859.0,,2778.0,,1311.0,981.0,,2487.0,1128.0,428.0,978.0,1844.0,,1900.0,"{""type"":""Point"",""coordinates"":[20.683723,52.83715536]}"
17138,50403352,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.70434249,52.7990225,00000000000000002666,,561.0,625.0,,710.0,11961.5,638.0,581.0,1157.0,,1102.0,,836.0,758.0,,932.0,12116.5,798.5,916.0,1452.0,,1315.0,,838.0,797.0,,1074.0,12157.5,709.0,1186.0,1660.0,,1481.0,,2216.0,2190.0,,2992.0,13254.0,2810.0,2639.0,2941.0,,2301.0,,2240.0,1338.0,,2392.0,6109.5,1661.5,2375.0,2690.0,,2351.0,,2722.0,2716.0,,2881.0,2727.5,2946.5,3067.0,2842.0,,2772.0,,1892.0,753.0,,1766.0,4674.0,1096.5,1760.0,2016.0,,2015.0,"{""type"":""Point"",""coordinates"":[20.70434249,52.7990225]}"
17146,50422622,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),19.37636798,46.30107246,0000000000000000266e,,526.0,550.0,655.0,644.0,1389.0,464.0,681.0,677.0,1130.0,470.0,,725.0,795.0,727.0,804.0,1664.0,761.0,907.0,890.0,1318.0,643.0,,795.0,812.0,777.0,794.0,1614.0,778.0,982.0,1049.0,1403.0,736.0,,2032.0,2417.0,1592.0,2452.0,3955.0,3101.0,2567.0,2650.0,2986.0,2225.0,,1774.0,1963.0,2132.0,1539.0,2547.0,2069.0,2624.0,2376.0,2456.0,2048.0,,2759.0,2853.0,2784.0,2924.0,2853.0,3010.0,3044.0,3053.0,2813.0,2859.0,,1138.0,1410.0,1521.0,985.0,1924.0,1217.0,1645.0,1724.0,1834.0,1434.0,"{""type"":""Point"",""coordinates"":[19.37636798,46.30107246]}"
17304,50583244,F40,Bareland,Other bare soil,Fallow land,20.73244587,51.8168379,0000000000000000270c,,,881.0,,1007.0,,11051.0,1713.5,649.0,,610.0,,,927.0,,1250.0,,11076.0,1894.0,933.5,,703.0,,,1149.0,,1636.0,,11136.5,2052.5,1256.5,,903.0,,,2274.0,,2864.0,,6262.5,4142.0,2801.0,,2536.0,,,1557.0,,3887.0,,4250.0,3788.0,3161.5,,2781.0,,,2716.0,,2955.0,,2680.0,2952.5,2992.5,,2830.0,,,1022.0,,3018.0,,3131.0,2900.0,2123.5,,2020.0,"{""type"":""Point"",""coordinates"":[20.73244587,51.8168379]}"
17433,50702782,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.00679184,47.69459832,0000000000000000278d,,1773.0,406.0,518.0,401.0,3616.0,700.0,2554.0,836.0,594.0,479.0,,1794.5,477.0,441.0,905.0,3843.5,1096.0,2866.0,987.0,718.0,575.0,,1935.5,461.0,401.0,739.0,3785.5,802.0,3261.5,1189.0,734.0,702.0,,3690.5,768.0,771.0,4753.0,5852.0,4673.0,4271.0,1787.0,1329.0,1035.0,,1984.0,1679.0,1074.0,1423.0,3441.5,1180.0,3872.5,2719.0,2180.0,1837.5,,2641.0,2859.0,2796.0,2929.0,2635.0,2929.0,2825.0,3100.0,2990.0,2918.0,,1344.5,1415.0,651.0,656.0,2844.0,493.0,2900.0,2158.0,1686.0,1582.5,"{""type"":""Point"",""coordinates"":[20.00679184,47.69459832]}"
17455,50722774,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.01924162,47.62092403,000000000000000027a3,,1055.0,443.0,1193.0,,3948.5,550.0,761.5,711.5,1023.0,482.0,,1078.0,402.0,1187.0,,4005.0,736.0,1101.0,1014.0,1220.0,546.5,,1056.0,577.0,1309.0,,4046.0,578.0,1464.0,1266.0,1322.0,667.0,,1569.5,792.0,1391.0,,5477.5,3410.0,2396.0,1885.0,2070.0,920.0,,1400.0,1317.0,1483.0,,3605.0,1343.0,2382.0,2581.5,2537.0,1479.0,,2706.5,2853.0,2759.0,,2572.5,2950.0,3019.5,3060.5,2950.0,2913.0,,1028.5,975.0,1176.0,,3074.0,640.0,1405.0,1824.0,1938.0,1084.5,"{""type"":""Point"",""coordinates"":[20.01924162,47.62092403]}"
17548,50823054,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.6783672,50.0984827,00000000000000002800,,,648.0,453.0,863.0,,423.0,2358.5,775.0,,633.5,,,697.0,559.0,1169.0,,609.0,2456.0,1021.0,,865.5,,,868.0,692.0,1374.0,,566.0,2569.0,1353.0,,1109.5,,,1862.0,1462.0,3280.0,,3564.0,4153.5,2848.0,,2011.0,,,1502.0,1303.0,3103.0,,1814.0,3519.0,3312.0,,2357.0,,,2728.0,2728.0,2985.0,,2965.0,2913.5,2980.0,,2855.5,,,923.0,837.0,2254.0,,1012.0,2620.0,2343.0,,1836.0,"{""type"":""Point"",""coordinates"":[20.6783672,50.0984827]}"
17595,50883322,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),21.33896801,52.46781677,0000000000000000282f,,,571.0,,1582.0,20000.0,2049.0,1370.5,1544.0,,1174.0,,,918.0,,1853.5,20000.0,2102.0,1720.0,1791.0,,1450.0,,,1022.0,,2256.5,20000.0,2183.0,1963.5,2008.5,,1597.0,,,1913.0,,3233.5,20000.0,3830.0,3465.5,3429.5,,2767.0,,,1820.0,,4025.0,6354.0,2894.0,3624.5,3730.5,,2893.0,,,2716.0,,2900.5,2628.0,2735.0,2971.0,2901.5,,2766.0,,,1174.0,,3539.5,4787.0,2477.0,2985.5,2857.5,,2522.0,"{""type"":""Point"",""coordinates"":[21.33896801,52.46781677]}"
17611,50903700,F40,Bareland,Other bare soil,Fallow land,22.32734528,55.8091005,0000000000000000283f,,1576.0,,,786.0,1716.0,582.0,864.0,489.0,573.0,513.0,,1698.0,,,797.0,1921.0,841.0,1292.0,753.0,675.5,776.0,,1993.0,,,890.0,2009.0,1107.0,1364.0,809.0,657.0,714.0,,2533.0,,,1536.0,3454.0,2082.0,2417.0,2142.0,1600.5,2774.0,,2738.0,,,1345.0,3101.0,2800.0,3487.0,2369.0,1772.5,2355.0,,2747.0,,,2753.0,2784.0,2970.0,2902.0,2980.0,2864.0,2807.0,,2233.0,,,919.0,2355.0,2507.0,2830.0,1615.0,1281.5,1625.0,"{""type"":""Point"",""coordinates"":[22.32734528,55.8091005]}"
17710,51022728,F40,Bareland,Other bare soil,Fallow land,20.33242594,47.1743263,000000000000000028a2,,3728.0,519.0,,653.0,1462.0,10556.0,,838.5,2773.0,586.0,,3794.0,627.0,,999.0,1708.0,2627.5,,1167.0,3003.0,705.0,,3847.0,619.0,,1068.0,1692.0,2759.0,,1435.5,2962.0,923.0,,4476.5,1480.5,,3384.0,3628.0,3986.5,,2168.0,4377.0,1417.0,,2482.0,1700.5,,2653.0,2244.0,3499.0,,3165.5,3009.0,2357.0,,2523.5,2850.0,,2945.0,2753.0,2787.5,,3077.0,2621.0,2945.0,,2071.0,1198.5,,1845.0,1692.0,3078.0,,2715.0,2289.0,2128.0,"{""type"":""Point"",""coordinates"":[20.33242594,47.1743263]}"
17962,51283140,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),21.50093559,50.79903961,0000000000000000299e,,5098.0,507.0,339.0,936.0,,451.0,471.5,1034.0,,553.0,,4439.0,590.0,425.0,1213.0,,699.0,736.5,1367.0,,912.0,,4978.0,843.0,569.0,1703.0,,562.0,995.5,1714.0,,837.0,,6008.0,1428.0,1521.0,2952.0,,4590.0,2748.5,3166.0,,3983.0,,1282.0,1088.0,1032.0,3483.0,,1455.0,1910.0,3617.0,,2030.0,,2683.0,2716.0,2722.0,2985.0,,2934.0,2980.0,2975.0,,2825.0,,1010.0,958.0,529.0,3220.0,,741.0,1212.5,2463.0,,1159.0,"{""type"":""Point"",""coordinates"":[21.50093559,50.79903961]}"
18023,51362622,F40,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),20.58527112,46.18764506,000000000000000029db,,552.5,434.0,,560.5,438.0,552.0,829.0,548.0,607.5,462.0,,559.5,536.0,,771.5,648.0,846.0,1106.0,693.0,745.5,587.5,,561.5,429.0,,850.0,643.0,888.0,1411.0,813.0,891.0,614.0,,1108.0,1716.0,,2004.5,2014.0,2176.0,2497.0,1494.0,1447.0,2032.5,,1181.0,1028.0,,2261.0,1977.0,2520.0,3015.0,2208.0,2443.0,1828.0,,2734.5,2790.0,,2896.5,2918.0,3025.0,3053.0,3015.0,2987.5,2883.5,,692.0,655.0,,1698.0,1356.0,1901.0,2424.0,1857.0,2156.0,1265.0,"{""type"":""Point"",""coordinates"":[20.58527112,46.18764506]}"
